0	0
0	0.004716981
0	0.009433962
0	0.014150943
0	0.018867925
0	0.023584906
0	0.028301887
0	0.033018868
0	0.037735849
0	0.04245283
0	0.047169811
0	0.051886792
0	0.056603774
0	0.061320755
0	0.066037736
0	0.070754717
0	0.075471698
0	0.080188679
0	0.08490566
0	0.089622642
0	0.094339623
0	0.099056604
0	0.103773585
0	0.108490566
0	0.113207547
0	0.117924528
0	0.122641509
0	0.127358491
0	0.132075472
0	0.136792453
0	0.141509434
0	0.146226415
0	0.150943396
0	0.155660377
0	0.160377358
0	0.16509434
0	0.169811321
0	0.174528302
0	0.179245283
0	0.183962264
0	0.188679245
0	0.193396226
0	0.198113208
0	0.202830189
0	0.20754717
0	0.212264151
0	0.216981132
0	0.221698113
0	0.226415094
0	0.231132075
0	0.235849057
0	0.240566038
0	0.245283019
0	0.25
0	0.254716981
0	0.259433962
0	0.264150943
0	0.268867925
0	0.273584906
0	0.278301887
0	0.283018868
0	0.287735849
0	0.29245283
0	0.297169811
0	0.301886792
0	0.306603774
0	0.311320755
0	0.316037736
0	0.320754717
0	0.325471698
0	0.330188679
0	0.33490566
0	0.339622642
0	0.344339623
0	0.349056604
0	0.353773585
0	0.358490566
0	0.363207547
0	0.367924528
0	0.372641509
0	0.377358491
0	0.382075472
0	0.386792453
0	0.391509434
0	0.396226415
0	0.400943396
0	0.405660377
0	0.410377358
0	0.41509434
0	0.419811321
0	0.424528302
0	0.429245283
0	0.433962264
0	0.438679245
0	0.443396226
0	0.448113208
0	0.452830189
0	0.45754717
0	0.462264151
0	0.466981132
0	0.471698113
0	0.476415094
0	0.481132075
0	0.485849057
0	0.490566038
0	0.495283019
0	0.5
0	0.504716981
0	0.509433962
0	0.514150943
0	0.518867925
0	0.523584906
0	0.528301887
0	0.533018868
0	0.537735849
0	0.54245283
0	0.547169811
0	0.551886792
0	0.556603774
0	0.561320755
0	0.566037736
0	0.570754717
0	0.575471698
0	0.580188679
0	0.58490566
0	0.589622642
0	0.594339623
0	0.599056604
0.00280112	0.599056604
0.00280112	0.603773585
0.00280112	0.608490566
0.00280112	0.613207547
0.00280112	0.617924528
0.00280112	0.622641509
0.00280112	0.627358491
0.00280112	0.632075472
0.00280112	0.636792453
0.00280112	0.641509434
0.00280112	0.646226415
0.00280112	0.650943396
0.00280112	0.655660377
0.00280112	0.660377358
0.00280112	0.66509434
0.00280112	0.669811321
0.00280112	0.674528302
0.00280112	0.679245283
0.00280112	0.683962264
0.00280112	0.688679245
0.00280112	0.693396226
0.00280112	0.698113208
0.00280112	0.702830189
0.00280112	0.70754717
0.00280112	0.712264151
0.00280112	0.716981132
0.00280112	0.721698113
0.00280112	0.726415094
0.00280112	0.731132075
0.00280112	0.735849057
0.00280112	0.740566038
0.00280112	0.745283019
0.005602241	0.745283019
0.005602241	0.75
0.005602241	0.754716981
0.005602241	0.759433962
0.005602241	0.764150943
0.005602241	0.768867925
0.005602241	0.773584906
0.005602241	0.778301887
0.005602241	0.783018868
0.005602241	0.787735849
0.005602241	0.79245283
0.005602241	0.797169811
0.005602241	0.801886792
0.005602241	0.806603774
0.005602241	0.811320755
0.008403361	0.811320755
0.011204482	0.811320755
0.011204482	0.816037736
0.011204482	0.820754717
0.014005602	0.820754717
0.014005602	0.825471698
0.014005602	0.830188679
0.014005602	0.83490566
0.014005602	0.839622642
0.016806723	0.839622642
0.016806723	0.844339623
0.019607843	0.844339623
0.022408964	0.844339623
0.022408964	0.849056604
0.022408964	0.853773585
0.025210084	0.853773585
0.028011204	0.853773585
0.028011204	0.858490566
0.030812325	0.858490566
0.030812325	0.863207547
0.033613445	0.863207547
0.033613445	0.867924528
0.033613445	0.872641509
0.033613445	0.877358491
0.033613445	0.882075472
0.033613445	0.886792453
0.036414566	0.886792453
0.039215686	0.886792453
0.039215686	0.891509434
0.042016807	0.891509434
0.042016807	0.896226415
0.042016807	0.900943396
0.042016807	0.905660377
0.044817927	0.905660377
0.044817927	0.910377358
0.047619048	0.910377358
0.047619048	0.91509434
0.047619048	0.919811321
0.047619048	0.924528302
0.050420168	0.924528302
0.053221289	0.924528302
0.056022409	0.924528302
0.058823529	0.924528302
0.058823529	0.929245283
0.06162465	0.929245283
0.06442577	0.929245283
0.067226891	0.929245283
0.070028011	0.929245283
0.072829132	0.929245283
0.072829132	0.933962264
0.072829132	0.938679245
0.072829132	0.943396226
0.075630252	0.943396226
0.078431373	0.943396226
0.078431373	0.948113208
0.078431373	0.952830189
0.081232493	0.952830189
0.084033613	0.952830189
0.084033613	0.95754717
0.086834734	0.95754717
0.089635854	0.95754717
0.092436975	0.95754717
0.095238095	0.95754717
0.098039216	0.95754717
0.098039216	0.962264151
0.100840336	0.962264151
0.103641457	0.962264151
0.106442577	0.962264151
0.109243697	0.962264151
0.112044818	0.962264151
0.112044818	0.966981132
0.114845938	0.966981132
0.117647059	0.966981132
0.120448179	0.966981132
0.1232493	0.966981132
0.12605042	0.966981132
0.128851541	0.966981132
0.128851541	0.971698113
0.131652661	0.971698113
0.134453782	0.971698113
0.137254902	0.971698113
0.137254902	0.976415094
0.140056022	0.976415094
0.142857143	0.976415094
0.145658263	0.976415094
0.148459384	0.976415094
0.148459384	0.981132075
0.151260504	0.981132075
0.154061625	0.981132075
0.156862745	0.981132075
0.159663866	0.981132075
0.162464986	0.981132075
0.165266106	0.981132075
